10000174058809264128,0
10000182526920855552,0
10000554139829213184,0
10001094637809799168,0
10001377041558671360,0
10002274319697022976,1
10001521204153354240,0
10001911056707022848,0
10001982898844213248,0
10002000217531287552,0
10002107385290586112,0
10002121728305926144,0
10002246330438764544,0
10002614093820008448,0
10003085473872234496,0
10003460544097146880,0
10003655272218038272,0
10003886426122211328,0
10003962554013591552,0
10004028101361907712,0
10129730869039958016,1
10004147501365764096,0
10004218627354023936,0
10004594809490024448,0
10004595231242657792,0
10004844867110879232,0
10004882149038870528,0
10004964724620896256,0
10005270909407256576,0
10005321853961183232,0
10005377878485192704,0
10005393772068777984,0
10005590340325300224,0
10005699539312355328,0
1000577300525735424,0
10005820254128957440,0
10006038006847070208,0
10006122573184581632,0
10006196574590504960,0
10006203870784069632,0
10006746970844653568,0
10006920489539696640,0
10007327278593294336,0
10007361632582633472,0
10007501403173091328,0
10007529089851410432,0
10007689954273878016,0
10008067452661999616,0
1000827378403322880,0
1000831171668374144,0
10163785707286302720,1
10008429608624601088,0
10008898145020796928,0
10009279062006032384,0
1000933872963716864,0
10009426476019908608,0
10009465488292089856,0
10009847619620352000,0
10010096770838771712,0
10010188121520011264,0
10010320531286562816,0
1001056425723543808,0
10010628157317990400,0
10010846143749769216,0
10011068127763038208,0
10011219126780610560,0
10011325070741291008,0
10011718949847205888,0
10011943746645719040,0
10012047715399407616,0
10168640225727340544,1
10012377732518266880,0
10012540826455506944,0
10012642387265144832,0
10012765578514536448,0
10012870238686341120,0
10012894375563331584,0
10012911571818371072,0
10013037953897496576,0
10013276955884169216,0
10013392383916982272,0
10013792015958685696,0
10013816281224407040,0
10013983612103538688,0
10014078594408847360,0
1001417316108220160,0
10014350412678836224,0
10014447974225377280,0
10014628070376615936,0
10014808858628927488,0
10014849023058145280,0
10015104954951243776,0
10015208209710067712,0
10015238971050532864,0
1001560908462877440,0
10016142775160569856,0
10016238131583477760,0
10016319787750062080,0
10016505616938219520,0
10016849400820996096,0
10017351809949712384,0
10017490486636779520,0
10017672643119398912,0
10017870298333837312,0
10017974179747557376,0
10017982417491517440,0
10018242776306548736,0
10018671147234676736,0
1001870682502650,0
10018848268628445184,0
10018906593095501824,0
10019445057098665984,0
10019997226103627776,0
10020077413461698560,0
10020287486300782592,0
10020395308831766528,0
10020408553852430336,0
1002044734947190784,0
10020848067218573312,0
10020958971255148544,0
10021238223796371456,0
10021260890038992896,0
10021572074302992384,0
10021574352301017088,0
1002168419122608256,0
10021715253853227008,0
1002174661038491520,0
10021778363164801024,0
10022042708776525824,0
10022060377447991296,0
10022367855008997376,0
